study,method,seed,identity,system,condition,replicate,sd_nmae,sd_nrmse
development,unitime,101,pmsm/legal_gauge_canonical_preprocessing/rep0,pmsm,legal_gauge_canonical_preprocessing,0,0.060022607312812615,0.1551112268804953
development,unitime,101,pmsm/legal_gauge_direct/rep0,pmsm,legal_gauge_direct,0,0.07387641929221632,0.16523372967723968
development,unitime,101,pmsm/permutation/rep0,pmsm,permutation,0,0.060022605730303734,0.15511122275306738
development,unitime,101,pmsm/permutation/rep1,pmsm,permutation,1,0.060022605730303734,0.15511122275306738
development,unitime,101,pmsm/permutation/rep2,pmsm,permutation,2,0.060022605730303734,0.15511122275306738
development,unitime,101,pmsm/reference/rep0,pmsm,reference,0,0.060022605730303734,0.15511122275306738
development,unitime,101,steel_industry/deletion_30/rep0,steel_industry,deletion_30,0,0.9543895245373427,1.2123967007629335
development,unitime,101,steel_industry/deletion_30/rep1,steel_industry,deletion_30,1,0.9543895245373427,1.2123967007629335
development,unitime,101,steel_industry/deletion_30/rep2,steel_industry,deletion_30,2,0.9543895245373427,1.2123967007629335
development,unitime,101,steel_industry/deletion_50/rep0,steel_industry,deletion_50,0,0.9543895245373427,1.2123967007629335
development,unitime,101,steel_industry/deletion_50/rep1,steel_industry,deletion_50,1,0.9543895245373427,1.2123967007629335
development,unitime,101,steel_industry/deletion_50/rep2,steel_industry,deletion_50,2,0.9543895245373427,1.2123967007629335
development,unitime,101,steel_industry/insertion_1/rep0,steel_industry,insertion_1,0,0.38135954907810177,0.594843707117982
development,unitime,101,steel_industry/insertion_1/rep1,steel_industry,insertion_1,1,0.38135954907810177,0.594843707117982
development,unitime,101,steel_industry/insertion_1/rep2,steel_industry,insertion_1,2,0.38135954907810177,0.594843707117982
development,unitime,101,steel_industry/insertion_4/rep0,steel_industry,insertion_4,0,0.38135954844815195,0.5948437042064294
development,unitime,101,steel_industry/insertion_4/rep1,steel_industry,insertion_4,1,0.38135954844815195,0.5948437042064294
development,unitime,101,steel_industry/insertion_4/rep2,steel_industry,insertion_4,2,0.38135954844815195,0.5948437042064294
development,unitime,101,steel_industry/legal_gauge_canonical_preprocessing/rep0,steel_industry,legal_gauge_canonical_preprocessing,0,0.38135954695979796,0.5948437075790667
development,unitime,101,steel_industry/legal_gauge_direct/rep0,steel_industry,legal_gauge_direct,0,0.3832400432194637,0.59663511548257
development,unitime,101,steel_industry/permutation/rep0,steel_industry,permutation,0,0.38135954730793237,0.5948437070714677
development,unitime,101,steel_industry/permutation/rep1,steel_industry,permutation,1,0.38135954730793237,0.5948437070714677
development,unitime,101,steel_industry/permutation/rep2,steel_industry,permutation,2,0.38135954730793237,0.5948437070714677
development,unitime,101,steel_industry/reference/rep0,steel_industry,reference,0,0.38135954730793237,0.5948437070714677
development,cpiri,17,building_energy/deletion_30/rep0,building_energy,deletion_30,0,0.23200246683002226,0.39743414174078145
development,cpiri,17,building_energy/deletion_30/rep1,building_energy,deletion_30,1,0.23200246683002226,0.39743414174078145
development,cpiri,17,building_energy/deletion_30/rep2,building_energy,deletion_30,2,0.23200246683002226,0.39743414174078145
development,cpiri,17,building_energy/deletion_50/rep0,building_energy,deletion_50,0,0.23200246683002226,0.39743414174078145
development,cpiri,17,building_energy/deletion_50/rep1,building_energy,deletion_50,1,0.23200246683002226,0.39743414174078145
development,cpiri,17,building_energy/deletion_50/rep2,building_energy,deletion_50,2,0.23200246683002226,0.39743414174078145
development,cpiri,17,building_energy/insertion_1/rep0,building_energy,insertion_1,0,0.23192272836937572,0.3973397616035632
development,cpiri,17,building_energy/insertion_1/rep1,building_energy,insertion_1,1,0.23197969017473685,0.3973812583524834
development,cpiri,17,building_energy/insertion_1/rep2,building_energy,insertion_1,2,0.23224468125050268,0.3974158494640672
development,cpiri,17,building_energy/insertion_4/rep0,building_energy,insertion_4,0,0.23339208984226187,0.3985908896535996
development,cpiri,17,building_energy/insertion_4/rep1,building_energy,insertion_4,1,0.23284049980584298,0.39779640546791345
development,cpiri,17,building_energy/insertion_4/rep2,building_energy,insertion_4,2,0.23271458935875217,0.39800721313516046
development,cpiri,17,building_energy/legal_gauge_canonical_preprocessing/rep0,building_energy,legal_gauge_canonical_preprocessing,0,0.23200241093567575,0.3974339749245451
development,cpiri,17,building_energy/legal_gauge_direct/rep0,building_energy,legal_gauge_direct,0,336.35912147521236,346.02484449500594
development,cpiri,17,building_energy/permutation/rep0,building_energy,permutation,0,0.23200864362298226,0.39746548280522104
development,cpiri,17,building_energy/permutation/rep1,building_energy,permutation,1,0.23203386658985362,0.3975110537691104
development,cpiri,17,building_energy/permutation/rep2,building_energy,permutation,2,0.2320045970468848,0.397453313807745
development,cpiri,17,building_energy/reference/rep0,building_energy,reference,0,0.23200246683002226,0.39743414174078145
development,cpiri,17,hydraulic/deletion_30/rep0,hydraulic,deletion_30,0,0.461634018401265,0.8079964242469536
development,cpiri,17,hydraulic/deletion_30/rep1,hydraulic,deletion_30,1,0.461634018401265,0.8079964242469536
development,cpiri,17,hydraulic/deletion_30/rep2,hydraulic,deletion_30,2,0.461634018401265,0.8079964242469536
development,cpiri,17,hydraulic/deletion_50/rep0,hydraulic,deletion_50,0,0.461634018401265,0.8079964242469536
development,cpiri,17,hydraulic/deletion_50/rep1,hydraulic,deletion_50,1,0.461634018401265,0.8079964242469536
development,cpiri,17,hydraulic/deletion_50/rep2,hydraulic,deletion_50,2,0.461634018401265,0.8079964242469536
development,cpiri,17,hydraulic/insertion_1/rep0,hydraulic,insertion_1,0,0.4632619185947512,0.8107350868965741
development,cpiri,17,hydraulic/insertion_1/rep1,hydraulic,insertion_1,1,0.45862596588388316,0.8001913948546601
development,cpiri,17,hydraulic/insertion_1/rep2,hydraulic,insertion_1,2,0.45834410314533974,0.7997493845727425
development,cpiri,17,hydraulic/insertion_4/rep0,hydraulic,insertion_4,0,0.45840544580252335,0.7995061179425224
development,cpiri,17,hydraulic/insertion_4/rep1,hydraulic,insertion_4,1,0.47022331222781477,0.8240352678460169
development,cpiri,17,hydraulic/insertion_4/rep2,hydraulic,insertion_4,2,0.45910115411597197,0.8009863500906536
development,cpiri,17,hydraulic/legal_gauge_canonical_preprocessing/rep0,hydraulic,legal_gauge_canonical_preprocessing,0,0.4616339724163642,0.8079963783422478
development,cpiri,17,hydraulic/legal_gauge_direct/rep0,hydraulic,legal_gauge_direct,0,65872.82232915486,66475.45920505558
development,cpiri,17,hydraulic/permutation/rep0,hydraulic,permutation,0,0.46100695183396073,0.806441577592591
development,cpiri,17,hydraulic/permutation/rep1,hydraulic,permutation,1,0.46111680072779954,0.8065861774180716
development,cpiri,17,hydraulic/permutation/rep2,hydraulic,permutation,2,0.460575544765588,0.8049327324110958
development,cpiri,17,hydraulic/reference/rep0,hydraulic,reference,0,0.461634018401265,0.8079964242469536
development,cpiri,17,metropt/deletion_30/rep0,metropt,deletion_30,0,0.37752518867810547,0.9701354926803838
development,cpiri,17,metropt/deletion_30/rep1,metropt,deletion_30,1,0.37855264700205776,0.968546905187638
development,cpiri,17,metropt/deletion_30/rep2,metropt,deletion_30,2,0.37756866802925454,0.969185320381105
development,cpiri,17,metropt/deletion_50/rep0,metropt,deletion_50,0,0.372953452404878,0.9593238616253217
development,cpiri,17,metropt/deletion_50/rep1,metropt,deletion_50,1,0.380836230779376,0.9756429457191278
development,cpiri,17,metropt/deletion_50/rep2,metropt,deletion_50,2,0.3798708882179175,0.9644837531180557
development,cpiri,17,metropt/insertion_1/rep0,metropt,insertion_1,0,0.37524380954991965,0.9670178243373293
development,cpiri,17,metropt/insertion_1/rep1,metropt,insertion_1,1,0.37603556573423574,0.9654614695204936
development,cpiri,17,metropt/insertion_1/rep2,metropt,insertion_1,2,0.37556900023563244,0.9681189662141723
development,cpiri,17,metropt/insertion_4/rep0,metropt,insertion_4,0,0.3782272076419206,0.9729633219827384
development,cpiri,17,metropt/insertion_4/rep1,metropt,insertion_4,1,0.3798351619889185,0.9792957155152037
development,cpiri,17,metropt/insertion_4/rep2,metropt,insertion_4,2,0.376906671989833,0.9583386104790846
development,cpiri,17,metropt/legal_gauge_canonical_preprocessing/rep0,metropt,legal_gauge_canonical_preprocessing,0,0.37504037747927904,0.9671282647080429
development,cpiri,17,metropt/legal_gauge_direct/rep0,metropt,legal_gauge_direct,0,16.80407352302701,17.259395567044997
development,cpiri,17,metropt/permutation/rep0,metropt,permutation,0,0.3772872705803635,0.9718054003427916
development,cpiri,17,metropt/permutation/rep1,metropt,permutation,1,0.3759957061955328,0.969751394623845
development,cpiri,17,metropt/permutation/rep2,metropt,permutation,2,0.37655519740756843,0.9690714746399267
development,cpiri,17,metropt/reference/rep0,metropt,reference,0,0.375040377323565,0.9671284126492713
development,cpiri,17,pmsm/deletion_30/rep0,pmsm,deletion_30,0,0.06470858459521169,0.1460390044560604
development,cpiri,17,pmsm/deletion_30/rep1,pmsm,deletion_30,1,0.06470858459521169,0.1460390044560604
development,cpiri,17,pmsm/deletion_30/rep2,pmsm,deletion_30,2,0.06470858459521169,0.1460390044560604
development,cpiri,17,pmsm/deletion_50/rep0,pmsm,deletion_50,0,0.06470858459521169,0.1460390044560604
development,cpiri,17,pmsm/deletion_50/rep1,pmsm,deletion_50,1,0.06470858459521169,0.1460390044560604
development,cpiri,17,pmsm/deletion_50/rep2,pmsm,deletion_50,2,0.06470858459521169,0.1460390044560604
development,cpiri,17,pmsm/insertion_1/rep0,pmsm,insertion_1,0,0.06484823148352085,0.14705841121339278
development,cpiri,17,pmsm/insertion_1/rep1,pmsm,insertion_1,1,0.0653992429723437,0.1463901948003445
development,cpiri,17,pmsm/insertion_1/rep2,pmsm,insertion_1,2,0.06459049472374244,0.14605020033336327
development,cpiri,17,pmsm/insertion_4/rep0,pmsm,insertion_4,0,0.06520704952218481,0.14640973025264617
development,cpiri,17,pmsm/insertion_4/rep1,pmsm,insertion_4,1,0.06443050198986879,0.14674558873810586
development,cpiri,17,pmsm/insertion_4/rep2,pmsm,insertion_4,2,0.06534668702058728,0.14681638057261945
development,cpiri,17,pmsm/legal_gauge_canonical_preprocessing/rep0,pmsm,legal_gauge_canonical_preprocessing,0,0.06470854947934039,0.14603894758572875
development,cpiri,17,pmsm/legal_gauge_direct/rep0,pmsm,legal_gauge_direct,0,16.51952431454694,17.017755441861
development,cpiri,17,pmsm/permutation/rep0,pmsm,permutation,0,0.06469598166078781,0.14608024387451585
development,cpiri,17,pmsm/permutation/rep1,pmsm,permutation,1,0.06472047596650284,0.1460635194989178
development,cpiri,17,pmsm/permutation/rep2,pmsm,permutation,2,0.0647165318849784,0.14607823831556774
development,cpiri,17,pmsm/reference/rep0,pmsm,reference,0,0.06470858459521169,0.1460390044560604
development,cpiri,17,steel_industry/deletion_30/rep0,steel_industry,deletion_30,0,0.3400417396916432,0.6556820702053651
development,cpiri,17,steel_industry/deletion_30/rep1,steel_industry,deletion_30,1,0.3400417396916432,0.6556820702053651
development,cpiri,17,steel_industry/deletion_30/rep2,steel_industry,deletion_30,2,0.3400417396916432,0.6556820702053651
development,cpiri,17,steel_industry/deletion_50/rep0,steel_industry,deletion_50,0,0.3400417396916432,0.6556820702053651
development,cpiri,17,steel_industry/deletion_50/rep1,steel_industry,deletion_50,1,0.3400417396916432,0.6556820702053651
development,cpiri,17,steel_industry/deletion_50/rep2,steel_industry,deletion_50,2,0.3400417396916432,0.6556820702053651
development,cpiri,17,steel_industry/insertion_1/rep0,steel_industry,insertion_1,0,0.3215745536936609,0.6160206230640113
development,cpiri,17,steel_industry/insertion_1/rep1,steel_industry,insertion_1,1,0.3217829724326845,0.615847240238719
development,cpiri,17,steel_industry/insertion_1/rep2,steel_industry,insertion_1,2,0.3231650474420701,0.6171409438917024
development,cpiri,17,steel_industry/insertion_4/rep0,steel_industry,insertion_4,0,0.3300504288908631,0.6220975869215378
development,cpiri,17,steel_industry/insertion_4/rep1,steel_industry,insertion_4,1,0.330153899545823,0.6237509297409157
development,cpiri,17,steel_industry/insertion_4/rep2,steel_industry,insertion_4,2,0.3308914586683555,0.6242441270889565
development,cpiri,17,steel_industry/legal_gauge_canonical_preprocessing/rep0,steel_industry,legal_gauge_canonical_preprocessing,0,0.320532646570623,0.6163699209010044
development,cpiri,17,steel_industry/legal_gauge_direct/rep0,steel_industry,legal_gauge_direct,0,39.00647990600851,43.71906523470344
development,cpiri,17,steel_industry/permutation/rep0,steel_industry,permutation,0,0.3205253779030386,0.6163463308366748
development,cpiri,17,steel_industry/permutation/rep1,steel_industry,permutation,1,0.32051917987188083,0.6164457290100579
development,cpiri,17,steel_industry/permutation/rep2,steel_industry,permutation,2,0.32068867801921186,0.6168381752342432
development,cpiri,17,steel_industry/reference/rep0,steel_industry,reference,0,0.3205326445738481,0.6163699190326296
development,cpiri,29,building_energy/deletion_30/rep0,building_energy,deletion_30,0,0.23397023764650315,0.39778516658394253
development,cpiri,29,building_energy/deletion_30/rep1,building_energy,deletion_30,1,0.23397023764650315,0.39778516658394253
development,cpiri,29,building_energy/deletion_30/rep2,building_energy,deletion_30,2,0.23397023764650315,0.39778516658394253
development,cpiri,29,building_energy/deletion_50/rep0,building_energy,deletion_50,0,0.23397023764650315,0.39778516658394253
development,cpiri,29,building_energy/deletion_50/rep1,building_energy,deletion_50,1,0.23397023764650315,0.39778516658394253
development,cpiri,29,building_energy/deletion_50/rep2,building_energy,deletion_50,2,0.23397023764650315,0.39778516658394253
development,cpiri,29,building_energy/insertion_1/rep0,building_energy,insertion_1,0,0.23366705590593506,0.39754115671104046
development,cpiri,29,building_energy/insertion_1/rep1,building_energy,insertion_1,1,0.2338664574023553,0.3976479271612305
development,cpiri,29,building_energy/insertion_1/rep2,building_energy,insertion_1,2,0.2338059198019187,0.3974028140554496
development,cpiri,29,building_energy/insertion_4/rep0,building_energy,insertion_4,0,0.23453266054800076,0.39850172133800316
development,cpiri,29,building_energy/insertion_4/rep1,building_energy,insertion_4,1,0.2340192577623578,0.39802675245416935
development,cpiri,29,building_energy/insertion_4/rep2,building_energy,insertion_4,2,0.23420156180397284,0.39811398992721575
development,cpiri,29,building_energy/legal_gauge_canonical_preprocessing/rep0,building_energy,legal_gauge_canonical_preprocessing,0,0.23397016110282978,0.3977849694234058
development,cpiri,29,building_energy/legal_gauge_direct/rep0,building_energy,legal_gauge_direct,0,318.7127178944848,322.34923801104713
development,cpiri,29,building_energy/permutation/rep0,building_energy,permutation,0,0.23397108668171016,0.3977821834921516
development,cpiri,29,building_energy/permutation/rep1,building_energy,permutation,1,0.2339749722225964,0.39777950488678826
development,cpiri,29,building_energy/permutation/rep2,building_energy,permutation,2,0.23396333010949782,0.39779187376865927
development,cpiri,29,building_energy/reference/rep0,building_energy,reference,0,0.23397023764650315,0.39778516658394253
development,cpiri,29,hydraulic/deletion_30/rep0,hydraulic,deletion_30,0,0.403751936770658,0.7230589073311844
development,cpiri,29,hydraulic/deletion_30/rep1,hydraulic,deletion_30,1,0.403751936770658,0.7230589073311844
development,cpiri,29,hydraulic/deletion_30/rep2,hydraulic,deletion_30,2,0.403751936770658,0.7230589073311844
development,cpiri,29,hydraulic/deletion_50/rep0,hydraulic,deletion_50,0,0.403751936770658,0.7230589073311844
development,cpiri,29,hydraulic/deletion_50/rep1,hydraulic,deletion_50,1,0.403751936770658,0.7230589073311844
development,cpiri,29,hydraulic/deletion_50/rep2,hydraulic,deletion_50,2,0.403751936770658,0.7230589073311844
development,cpiri,29,hydraulic/insertion_1/rep0,hydraulic,insertion_1,0,0.40291181277605514,0.7213218309839762
development,cpiri,29,hydraulic/insertion_1/rep1,hydraulic,insertion_1,1,0.39303830662328476,0.7023562556356077
development,cpiri,29,hydraulic/insertion_1/rep2,hydraulic,insertion_1,2,0.39275753239478994,0.7016716440278197
development,cpiri,29,hydraulic/insertion_4/rep0,hydraulic,insertion_4,0,0.39240658976288595,0.7027202425411752
development,cpiri,29,hydraulic/insertion_4/rep1,hydraulic,insertion_4,1,0.41682911177164295,0.7482636579703899
development,cpiri,29,hydraulic/insertion_4/rep2,hydraulic,insertion_4,2,0.40941496579610726,0.7358396087784628
development,cpiri,29,hydraulic/legal_gauge_canonical_preprocessing/rep0,hydraulic,legal_gauge_canonical_preprocessing,0,0.40375189789690713,0.7230588506939806
development,cpiri,29,hydraulic/legal_gauge_direct/rep0,hydraulic,legal_gauge_direct,0,63566.091951886934,63815.349364644
development,cpiri,29,hydraulic/permutation/rep0,hydraulic,permutation,0,0.4054650923116771,0.7273516746654396
development,cpiri,29,hydraulic/permutation/rep1,hydraulic,permutation,1,0.40424532543394814,0.7249596233093691
development,cpiri,29,hydraulic/permutation/rep2,hydraulic,permutation,2,0.4048163974093031,0.7261028231561041
development,cpiri,29,hydraulic/reference/rep0,hydraulic,reference,0,0.403751936770658,0.7230589073311844
development,cpiri,29,metropt/deletion_30/rep0,metropt,deletion_30,0,0.36274721760655293,0.943636716796504
development,cpiri,29,metropt/deletion_30/rep1,metropt,deletion_30,1,0.36422628754872916,0.9402333207563857
development,cpiri,29,metropt/deletion_30/rep2,metropt,deletion_30,2,0.36254647674822704,0.9432518641807462
development,cpiri,29,metropt/deletion_50/rep0,metropt,deletion_50,0,0.3623136490849989,0.9389012648545438
development,cpiri,29,metropt/deletion_50/rep1,metropt,deletion_50,1,0.36711226590868523,0.946443106633245
development,cpiri,29,metropt/deletion_50/rep2,metropt,deletion_50,2,0.36452146778180416,0.9390042348628607
development,cpiri,29,metropt/insertion_1/rep0,metropt,insertion_1,0,0.35679832288508934,0.9335362965591273
development,cpiri,29,metropt/insertion_1/rep1,metropt,insertion_1,1,0.3577539329914548,0.9315659018963652
development,cpiri,29,metropt/insertion_1/rep2,metropt,insertion_1,2,0.35724904749483144,0.934091014021697
development,cpiri,29,metropt/insertion_4/rep0,metropt,insertion_4,0,0.36063334507018524,0.933918847370977
development,cpiri,29,metropt/insertion_4/rep1,metropt,insertion_4,1,0.35955779686401396,0.9361744662148831
development,cpiri,29,metropt/insertion_4/rep2,metropt,insertion_4,2,0.3590922291549289,0.9277161059901519
development,cpiri,29,metropt/legal_gauge_canonical_preprocessing/rep0,metropt,legal_gauge_canonical_preprocessing,0,0.35864416943857114,0.9378088773146622
development,cpiri,29,metropt/legal_gauge_direct/rep0,metropt,legal_gauge_direct,0,16.840985022671113,17.29742659376496
development,cpiri,29,metropt/permutation/rep0,metropt,permutation,0,0.3566426684193022,0.933005598718437
development,cpiri,29,metropt/permutation/rep1,metropt,permutation,1,0.356948062092722,0.933220884341541
development,cpiri,29,metropt/permutation/rep2,metropt,permutation,2,0.3587648370643914,0.937176572686286
development,cpiri,29,metropt/reference/rep0,metropt,reference,0,0.35864416501333185,0.9378089440164806
development,cpiri,29,pmsm/deletion_30/rep0,pmsm,deletion_30,0,0.06694147176261228,0.1463978834280481
development,cpiri,29,pmsm/deletion_30/rep1,pmsm,deletion_30,1,0.06694147176261228,0.1463978834280481
development,cpiri,29,pmsm/deletion_30/rep2,pmsm,deletion_30,2,0.06694147176261228,0.1463978834280481
development,cpiri,29,pmsm/deletion_50/rep0,pmsm,deletion_50,0,0.06694147176261228,0.1463978834280481
development,cpiri,29,pmsm/deletion_50/rep1,pmsm,deletion_50,1,0.06694147176261228,0.1463978834280481
development,cpiri,29,pmsm/deletion_50/rep2,pmsm,deletion_50,2,0.06694147176261228,0.1463978834280481
development,cpiri,29,pmsm/insertion_1/rep0,pmsm,insertion_1,0,0.06751093220290416,0.14652726108876754
development,cpiri,29,pmsm/insertion_1/rep1,pmsm,insertion_1,1,0.06769325622477963,0.1468969129190589
development,cpiri,29,pmsm/insertion_1/rep2,pmsm,insertion_1,2,0.06684369393605648,0.14608242455380885
development,cpiri,29,pmsm/insertion_4/rep0,pmsm,insertion_4,0,0.06756658200023453,0.14614927975353717
development,cpiri,29,pmsm/insertion_4/rep1,pmsm,insertion_4,1,0.06656390321466694,0.14553336551586812
development,cpiri,29,pmsm/insertion_4/rep2,pmsm,insertion_4,2,0.06736847463109862,0.14605106015059147
development,cpiri,29,pmsm/legal_gauge_canonical_preprocessing/rep0,pmsm,legal_gauge_canonical_preprocessing,0,0.06694138441665211,0.14639777190027112
development,cpiri,29,pmsm/legal_gauge_direct/rep0,pmsm,legal_gauge_direct,0,17.48644046589062,17.86938895043133
development,cpiri,29,pmsm/permutation/rep0,pmsm,permutation,0,0.06694387710928723,0.1463921082698694
development,cpiri,29,pmsm/permutation/rep1,pmsm,permutation,1,0.06689821437193362,0.14630646113544535
development,cpiri,29,pmsm/permutation/rep2,pmsm,permutation,2,0.06692020630975569,0.14633472714091375
development,cpiri,29,pmsm/reference/rep0,pmsm,reference,0,0.06694147176261228,0.1463978834280481
development,cpiri,29,steel_industry/deletion_30/rep0,steel_industry,deletion_30,0,0.3705950319349693,0.7197089515574824
development,cpiri,29,steel_industry/deletion_30/rep1,steel_industry,deletion_30,1,0.3705950319349693,0.7197089515574824
development,cpiri,29,steel_industry/deletion_30/rep2,steel_industry,deletion_30,2,0.3705950319349693,0.7197089515574824
development,cpiri,29,steel_industry/deletion_50/rep0,steel_industry,deletion_50,0,0.3705950319349693,0.7197089515574824
development,cpiri,29,steel_industry/deletion_50/rep1,steel_industry,deletion_50,1,0.3705950319349693,0.7197089515574824
development,cpiri,29,steel_industry/deletion_50/rep2,steel_industry,deletion_50,2,0.3705950319349693,0.7197089515574824
development,cpiri,29,steel_industry/insertion_1/rep0,steel_industry,insertion_1,0,0.3260786159723592,0.6344299918121328
development,cpiri,29,steel_industry/insertion_1/rep1,steel_industry,insertion_1,1,0.3267011658632648,0.6347183072610126
development,cpiri,29,steel_industry/insertion_1/rep2,steel_industry,insertion_1,2,0.3269266348844428,0.6348310205584062
development,cpiri,29,steel_industry/insertion_4/rep0,steel_industry,insertion_4,0,0.3378089530448456,0.6486056807666054
development,cpiri,29,steel_industry/insertion_4/rep1,steel_industry,insertion_4,1,0.33687623420044616,0.6480295926777871
development,cpiri,29,steel_industry/insertion_4/rep2,steel_industry,insertion_4,2,0.3377197038872485,0.6485258501859597
development,cpiri,29,steel_industry/legal_gauge_canonical_preprocessing/rep0,steel_industry,legal_gauge_canonical_preprocessing,0,0.32273535572148815,0.6306544797660172
development,cpiri,29,steel_industry/legal_gauge_direct/rep0,steel_industry,legal_gauge_direct,0,25.36837671406125,26.990547283873628
development,cpiri,29,steel_industry/permutation/rep0,steel_industry,permutation,0,0.32298509218563304,0.630931019813231
development,cpiri,29,steel_industry/permutation/rep1,steel_industry,permutation,1,0.3230629969726346,0.6310345291091175
development,cpiri,29,steel_industry/permutation/rep2,steel_industry,permutation,2,0.32303904353075813,0.6309389388964244
development,cpiri,29,steel_industry/reference/rep0,steel_industry,reference,0,0.3227353482286391,0.6306544770148765
development,cpiri,43,building_energy/deletion_30/rep0,building_energy,deletion_30,0,0.23517304182712806,0.3992441641714909
development,cpiri,43,building_energy/deletion_30/rep1,building_energy,deletion_30,1,0.23517304182712806,0.3992441641714909
development,cpiri,43,building_energy/deletion_30/rep2,building_energy,deletion_30,2,0.23517304182712806,0.3992441641714909
development,cpiri,43,building_energy/deletion_50/rep0,building_energy,deletion_50,0,0.23517304182712806,0.3992441641714909
development,cpiri,43,building_energy/deletion_50/rep1,building_energy,deletion_50,1,0.23517304182712806,0.3992441641714909
development,cpiri,43,building_energy/deletion_50/rep2,building_energy,deletion_50,2,0.23517304182712806,0.3992441641714909
development,cpiri,43,building_energy/insertion_1/rep0,building_energy,insertion_1,0,0.23510049283118556,0.39922503254661323
development,cpiri,43,building_energy/insertion_1/rep1,building_energy,insertion_1,1,0.23541731215477124,0.39958533135541696
development,cpiri,43,building_energy/insertion_1/rep2,building_energy,insertion_1,2,0.23561464653611208,0.39983525399939623
development,cpiri,43,building_energy/insertion_4/rep0,building_energy,insertion_4,0,0.23592278625552807,0.3996018409125117
development,cpiri,43,building_energy/insertion_4/rep1,building_energy,insertion_4,1,0.23631764849516743,0.39983891296292035
development,cpiri,43,building_energy/insertion_4/rep2,building_energy,insertion_4,2,0.23613275767072858,0.39994060861976943
development,cpiri,43,building_energy/legal_gauge_canonical_preprocessing/rep0,building_energy,legal_gauge_canonical_preprocessing,0,0.23517301705730276,0.39924396092060405
development,cpiri,43,building_energy/legal_gauge_direct/rep0,building_energy,legal_gauge_direct,0,332.07227054293503,339.3002758732613
development,cpiri,43,building_energy/permutation/rep0,building_energy,permutation,0,0.23509988813663235,0.3990713022424256
development,cpiri,43,building_energy/permutation/rep1,building_energy,permutation,1,0.23514857026342725,0.3991713233219968
development,cpiri,43,building_energy/permutation/rep2,building_energy,permutation,2,0.23513881679673154,0.3991825163666864
development,cpiri,43,building_energy/reference/rep0,building_energy,reference,0,0.23517304182712806,0.3992441641714909
development,cpiri,43,hydraulic/deletion_30/rep0,hydraulic,deletion_30,0,0.4718989817194514,0.8165774527577351
development,cpiri,43,hydraulic/deletion_30/rep1,hydraulic,deletion_30,1,0.4718989817194514,0.8165774527577351
development,cpiri,43,hydraulic/deletion_30/rep2,hydraulic,deletion_30,2,0.4718989817194514,0.8165774527577351
development,cpiri,43,hydraulic/deletion_50/rep0,hydraulic,deletion_50,0,0.4718989817194514,0.8165774527577351
development,cpiri,43,hydraulic/deletion_50/rep1,hydraulic,deletion_50,1,0.4718989817194514,0.8165774527577351
development,cpiri,43,hydraulic/deletion_50/rep2,hydraulic,deletion_50,2,0.4718989817194514,0.8165774527577351
development,cpiri,43,hydraulic/insertion_1/rep0,hydraulic,insertion_1,0,0.4772265886125082,0.8261612813593076
development,cpiri,43,hydraulic/insertion_1/rep1,hydraulic,insertion_1,1,0.4722565958301319,0.8166087637386067
development,cpiri,43,hydraulic/insertion_1/rep2,hydraulic,insertion_1,2,0.47222485518480944,0.8166360381170885
development,cpiri,43,hydraulic/insertion_4/rep0,hydraulic,insertion_4,0,0.46917553616963903,0.8146685735341181
development,cpiri,43,hydraulic/insertion_4/rep1,hydraulic,insertion_4,1,0.4786852674064832,0.833820764517145
development,cpiri,43,hydraulic/insertion_4/rep2,hydraulic,insertion_4,2,0.46880923325452784,0.8151203233621699
development,cpiri,43,hydraulic/legal_gauge_canonical_preprocessing/rep0,hydraulic,legal_gauge_canonical_preprocessing,0,0.4718989508584194,0.8165774499311901
development,cpiri,43,hydraulic/legal_gauge_direct/rep0,hydraulic,legal_gauge_direct,0,64787.643868579704,65097.033985071845
development,cpiri,43,hydraulic/permutation/rep0,hydraulic,permutation,0,0.47771504771655926,0.8273044107433375
development,cpiri,43,hydraulic/permutation/rep1,hydraulic,permutation,1,0.47725845262310357,0.8256527784305756
development,cpiri,43,hydraulic/permutation/rep2,hydraulic,permutation,2,0.4759517911571419,0.8229328567575976
development,cpiri,43,hydraulic/reference/rep0,hydraulic,reference,0,0.4718989817194514,0.8165774527577351
development,cpiri,43,metropt/deletion_30/rep0,metropt,deletion_30,0,0.35186998952217646,0.9081076371524056
development,cpiri,43,metropt/deletion_30/rep1,metropt,deletion_30,1,0.35125039932320823,0.9114362218401058
development,cpiri,43,metropt/deletion_30/rep2,metropt,deletion_30,2,0.3519456683311369,0.9081267610344114
development,cpiri,43,metropt/deletion_50/rep0,metropt,deletion_50,0,0.3500132326925544,0.9061183582438221
development,cpiri,43,metropt/deletion_50/rep1,metropt,deletion_50,1,0.3521793852126776,0.9073174836471584
development,cpiri,43,metropt/deletion_50/rep2,metropt,deletion_50,2,0.3534911379476208,0.9105334344364833
development,cpiri,43,metropt/insertion_1/rep0,metropt,insertion_1,0,0.348343391171925,0.9049561764541395
development,cpiri,43,metropt/insertion_1/rep1,metropt,insertion_1,1,0.3497109460782947,0.9054095627776478
development,cpiri,43,metropt/insertion_1/rep2,metropt,insertion_1,2,0.3484408165102964,0.9048576744783247
development,cpiri,43,metropt/insertion_4/rep0,metropt,insertion_4,0,0.3496976044614087,0.9016077524499074
